Drug ID	Drug Name	CAS Number	Chemical Name	New Molecular Entity	Drug Interactions	Comparative Efficacy	Highest Development Phase	Indication	Molecular Formula	Mechanism Of Action	Organisation	Pharmacodynamic Characteristics	Route Of Administration	Route Of Elimination	Pharmacokinetic Characteristics	Adverse Events	Therapeutic Class (EphMRA)	Therapeutic Class (WHO)	Synonyms/Brand Names	Antimicrobial Activity	Immunogenicity	Last Significant Update Date	Therapeutic Area	Orphan Designation	License Availability	Brands	On Fastrack	Fastrack country	On PRIME	PRIME country	Biomarkers-Inclusion	Biomarkers-Exclusion	Biomarkers-Outcome Measure	Biomarkers-Safety	Biomarkers-not specified	URL
800024201	Lidocaine intravesicular - Plethora Solutions	137-58-6	"Acetamide,2-(diethylamino)-<EM>N</EM>-(2,6-dimethylphenyl)-"	No			Discontinued (II)	"Interstitial cystitis, Perioperative pain"	C14 H22 N2 O	Sodium channel antagonists	"Queens University (Originator), Queens University (Owner), Plethora Solutions (Licensee), Maelor Pharmaceuticals (Technology Provider)"		Intravesicular				"G4 (Urologicals), N2 (Analgesics)"	"G04 (Urologicals), N02 (Analgesics)"	"Intravesical alkalized lidocaine (PSD597) Plethora Solutions, PSD 597"			28/05/2014	"Genitourinary Disorders, Pain"				no		no		A1AT	"COX2, small proline rich protein 2A"	"A1AT, ACADM, ACC, Adiponectin, AMPKa, Angiopoietin-like 4, BNP, CD38, cell death inducing DFFA like effector c, cell death-inducing DFFA-like effector a, CKB, CKM, COX2, CRP, cryptochrome circadian clock 1, CXCL10, fatty acid binding protein 4, fatty acid synthase, Ghrelin, hemoglobin subunit gamma 2, Hydrocortisone, IFN-gamma, IGF1R, IL10, IL6, IL8, Insulin, insulin receptor substrate 2, IRS-1, Leptin, lipase E, hormone sensitive type, lipoprotein lipase, MCP1, MIP-1 alpha, MLX interacting protein-like, neuronal PAS domain protein 2, opioid related nociceptin receptor 1, Osteocalcin, patatin-like phospholipase domain containing 2, patatin-like phospholipase domain containing 3, PGC-1 alpha, PIK3R1, Procalcitonin, pyruvate dehydrogenase kinase 4, PYY, RNA, Ro-associated Y1, SIRT3, small proline rich protein 2A, solute carrier family 2 member 4, sterol regulatory element binding transcription factor 1, Testosterone, TNF-alpha, TRAP-5, troponin I, cardiac, uncoupling protein 2 (mitochondrial, proton carrier), v-akt murine thymoma viral oncogene homolog 2, VEGF-A, VEGFR, VEGFR1"	"BNP, CRP, IL6"	"CD4, Cortisone, CXCL12, cytochrome b5 reductase 1, cytochrome b5 reductase 2, cytochrome b5 reductase 3, cytochrome b5 reductase 4, G6PD, HLA-DR, HMGB1, IL1 beta, IL12A, IL12B, IL1RA, Thyroxine"	https://adis.springer.com/drugs/800024201?userId=52029392&bpIds=3004037004&checksum=5823f57000aba7b33fc0132b216971af878ce808-1617045530070-5f73c0332530655786cd4d2efd1c4e8bbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032229	XEN 403			Yes			No development reported (I)	Pain		Nav1.7 voltage-gated sodium channel inhibitors	"Xenon Pharmaceuticals (Originator), Xenon Pharmaceuticals (Owner)"		PO				N2B (Non-Narcotics and Anti-Pyretics)	N02B (Other Analgesics and Antipyretics)	XEN403			19/05/2014	Pain				no		no							https://adis.springer.com/drugs/800032229?userId=52029392&bpIds=3004037004&checksum=86197f27da05821d54bb3e2d5fd7b9910496d0bf-1617045530071-44ead686cfd9551a5d22884894281740badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800022484	Hydroxocobalamin	13422-51-0	"Cobinamide, Co-hydroxy-, f-(dihydrogen phosphate), inner salt, 3'-ester with (5,6-dimethyl-1-alpha-D-ribofuranosyl- 1H-benzimidazole-kappaN3)"	No			Discontinued (II)	"Migraine, Vitamin deficiency"	C62 H89 Co N13 O15 P	Vitamin B 12 replacements	"Ariston Pharmaceuticals (Originator), TG Therapeutics Inc (Owner)"		Intranasal				"B3X (Other Anti-Anaemic Products, Including Folic Acid, Folinic Acid), N2C (Anti-Migraine Preparations)"	"B03B-A03 (Hydroxocobalamin), N02C (Antimigraine Preparations)"	AST726			02/05/2014	"Advances in the Treatment of Nausea and Migraine, Nutritional Disorders"				no		no		carboxypeptidase B1	Norepinephrine	"carboxypeptidase B1, HCY, Methylmalonic acid, Norepinephrine"			https://adis.springer.com/drugs/800022484?userId=52029392&bpIds=3004037004&checksum=feba6cef0858b7c47838619cb69411230476314b-1617045530073-fac22f831c2ff19b3985875bc7d698febadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800017931	Milnacipran modified-release - Collegium Pharmaceutical			No			Discontinued	Fibromyalgia		"Adrenergic uptake inhibitors, Serotonin uptake inhibitors"	"Collegium Pharmaceutical (Originator), Cypress Bioscience (Originator), Collegium Pharmaceutical (Owner), Cypress Bioscience (Owner)"		PO				"M5X (All Other Musculoskeletal Products), N2B (Non-Narcotics and Anti-Pyretics), N6A (Anti-Depressants and Mood Stabilisers)"	"M09A-X (Other drugs for disorders of the musculo-skeletal system), N02B (Other Analgesics and Antipyretics), N06A-X (Other antidepressants)"	COL007			20/03/2014	Pain		Collegium Pharmaceutical |  | Unspecified |  | 01 Apr 2010		no		no							https://adis.springer.com/drugs/800017931?userId=52029392&bpIds=3004037004&checksum=d910874b92cff6d2f9243521ef67154954c152b8-1617045530074-a25bb66d35a943fb97ca4fa7be4cd06abadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800037292	PF 6305591			Yes			Discontinued (I)	Pain			"Pfizer (Originator), Pfizer (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	"PF06305591, PF6305591"			11/03/2014	Pain				no		no							https://adis.springer.com/drugs/800037292?userId=52029392&bpIds=3004037004&checksum=54b4222c29d252d213a9934fde362774cc74395f-1617045530075-aae12833b5024a3c13e42614c1e67fdebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026353	Oxycodone/niacin- Acura		"4,5-Epoxy-14-hydroxy-3-methoxy-17-methylmorphinan-6-one / 3-Pyridinecarboxylic acid"	No			Discontinued (Preregistration)	Pain	C18 H21 N O4 . C6 H5 NO2	"Opioid delta receptor agonists, Opioid kappa receptor agonists, Opioid mu receptor agonists"	"Acura Pharmaceuticals (Originator), Acura Pharmaceuticals (Owner)"		PO			"Dizziness, Flushing, Nausea, Pruritus, Vomiting"	N2A (Narcotics)	N02A-A05 (Oxycodone)	"Acurox with Niacin, OxyADF, Oxycodone HCl/niacin, Oxycodone/niacin, Oxycodone/niacin IR Acura"			10/03/2014	Pain			Acurox with Niacin	no		no							https://adis.springer.com/drugs/800026353?userId=52029392&bpIds=3004037004&checksum=f8e357254030833ca85a0d4be01664511e6c0195-1617045530076-4730e4898faca53b24d8d532a9d492d5badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026787	Research programme: opioid analgesics - Heron Therapeutics						Suspended (Preclinical)	"Postoperative pain, Cancer pain, Pain"		Opioid receptor agonists	"A.P. Pharma (Originator), Heron Therapeutics (Owner)"		Parenteral				N2A (Narcotics)	N02A (Opioids)	APF580			15/01/2014	Pain				no		no							https://adis.springer.com/drugs/800026787?userId=52029392&bpIds=3004037004&checksum=876900b504d8232ba429427c4b930b6a14102263-1617045530077-38c6d716680667c58e4d2c9371dd3c65badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800009080	Morphine oral - Elan Corporation	6211-15-0	"9<EM>H</EM>-9,9c-Iminoethanophenanthro[4,5-bcd]furan-3,5-diol, 4a,5,7a,8-tetrahydro-12-methyl-, sulphate (2:1) pentahydrate"	No			Marketed	Pain	C17 H19 N O3 . 1/2 H2 S O4 . 5/2 H2 O	Opioid mu receptor agonists	"Elan Corporation (Originator), Elan Corporation (Owner), Pfizer (Market Licensee)"		PO			"Constipation, Drowsiness, Headache, Nausea, Pruritus, Somnolence, Vomiting"	N2A (Narcotics)	N02A-A01 (Morphine)	Avinza			20/12/2013	Pain			Avinza	no		no		OPRM1	"CYP2D6, UDP glucuronosyltransferase family 2 member B7"	"5-hydroxytryptamine receptor 3B, ACTH, Annexin A5, arrestin, beta 2, BNP, CD3d, CD3e, CD3g, CD4, CD56, CD8a, CKB, CKM, COMT, D-dimer, EH domain containing 2, hyaluronan synthase 3, Hydrocortisone, IL10, IL17, IL6, KRAS, Leptin, LIM homeobox transcription factor 1, beta, MDR1, Morphine-3-glucuronide, natural killer cell triggering receptor, NRAS, OPRM1, Prolactin, purinergic receptor P2Y12, sphingolipid transporter 1 (putative), symplekin, Testosterone, TNF-alpha, troponin I, cardiac, UDP glucuronosyltransferase family 2 member B7, vasodilator-stimulated phosphoprotein"	"ACTH, CD3e, CD4, CD56, CD8a, Hydrocortisone, Prolactin"	"CEA, CRP, Cytokeratin 20, exo/endonuclease G, GM-CSF, HIF, IL1 beta, IL2, IL4, IL5, IL8, Luteinizing hormone, PGE2, Retinoyl b-glucuronide, VEGF-A"	https://adis.springer.com/drugs/800009080?userId=52029392&bpIds=3004037004&checksum=02862ab36fdb124d83bff95928b6a6109efd0e5f-1617045530079-d8d6c4e349347df19cf5840454ec6692badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800015381	Research programme: GABA receptor modulators - NeuroSearch						Discontinued (Preclinical)	"Anxiety disorders, Neuropathic pain, CNS disorders"		"GABA modulators, GABA A receptor modulators"	"NeuroSearch (Originator), NeuroSearch (Owner)"		"unspecified, PO"				"N2 (Analgesics), N5B (Hypnotics/Sedatives)"	"N02 (Analgesics), N05B (Anxiolytics)"	GABAA receptor positive modulators NeuroSearch			03/12/2013	"Anxiety Disorders, Neurological Disorders, Pain"				no		no							https://adis.springer.com/drugs/800015381?userId=52029392&bpIds=3004037004&checksum=489648bd605727af62c05365bf2ae6b1ff23fddb-1617045530081-db69591861bbca346c363a8a97e6959cbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025529	PF 592379		"5-[(2R,5S)-5-methyl-4-propylmorpholin-2-yl]pyridin-2-amine"	Yes			Discontinued (II)	"Erectile dysfunction, Pain"	C13 H21 N3 O	Dopamine D3 receptor agonists	"Pfizer (Originator), Pfizer (Owner)"		PO				"G4E (Erectile Dysfunction Products), N2 (Analgesics)"	"G04B-E (Drugs used in erectile dysfunction), N02 (Analgesics)"	"PF000592379, PF592379"			18/11/2013	"Men's Health, Pain, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800025529?userId=52029392&bpIds=3004037004&checksum=aa788cfbb6ad41fa8a89ae64509f5de074379de1-1617045530082-3505cddfeeeea6a1b90b23c3945c2256badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800016715	Z 160			Yes			Discontinued (II)	"Neuropathic pain, Postherpetic neuralgia, Pain, Stroke"		N type calcium channel antagonists	"Neuromed Pharmaceuticals (Originator), Zalicus (Owner)"		PO				"N2 (Analgesics), N7 (Other CNS Drugs)"	"N02 (Analgesics), N07 (Other Nervous System Drugs)"	"MK6721, NMED160, Z160"			15/11/2013	"Neurological Disorders, Pain"	Postherpetic neuralgia (USA)			no		no							https://adis.springer.com/drugs/800016715?userId=52029392&bpIds=3004037004&checksum=df223bb8725b749261de08b0ee4ec5dd0686ddc1-1617045530083-c1597d537998b6779e26c7c13c6c6271badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800032194	Fentanyl oral spray - NovaDel	437-38-7	N-Phenyl-N-[1-(2-phenylethyl)-4-piperidinyl]propanamide				Discontinued (Preclinical)	Cancer pain	C22 H28 N2 O	Opioid mu receptor agonists	"NovaDel Pharma (Originator), SUDA (Owner)"		Transmucosal				N2A (Narcotics)	N02A-B03 (Fentanyl)	NVD501			22/08/2013	Pain				no		no							https://adis.springer.com/drugs/800032194?userId=52029392&bpIds=3004037004&checksum=fac00149826788fdfbf611a555b1c4cf13d25107-1617045530083-5dc9e758fa36bc65106759971f726a3bbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800025001	Research programme: gabapentin controlled release - SCOLR	60142-96-3	1-(aminomethyl)cyclohexaneacetic acid	No			Discontinued (Preclinical)	Neuropathic pain	C9 H17 N O2	GABA A receptor agonists	"SCOLR Pharma (Originator), SCOLR Pharma (Owner)"		PO				N2 (Analgesics)	"N02 (Analgesics), N03A-X12 (Gabapentin)"	CDT gabapentin SCOLR			07/08/2013	Pain		SCOLR Pharma |  | Unspecified |  | 31 Dec 2010		no		no							https://adis.springer.com/drugs/800025001?userId=52029392&bpIds=3004037004&checksum=423862f07a0bbdc6fadf17b47a0a291cacfe0e7e-1617045530084-29fc65c6705d68c6102ebb4e47536eabbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800026404	Research programme: cannabinoid receptor modulators - CeNeRx BioPharma						Discontinued (Preclinical)	"Obesity, Pain, Muscle spasticity, Glaucoma"		"Cannabinoid receptor CB1 antagonists, Cannabinoid receptor CB1 agonists"	"PharmaNess Neuroscience (Originator), PharmaNess Neuroscience (Owner), CeNeRx BioPharma (Licensee)"		unspecified				"A8 (Antiobesity Preparations, Excluding Dietetics), N2 (Analgesics), S1E (Miotics and Antiglaucoma Preparations)"	"A08 (Antiobesity Preparations, Excl. Diet Products), N02 (Analgesics), S01E (Antiglaucoma Preparations and Miotics)"	"CXB 006, CXB 029, CXB 040, CXB070, NESS 006A, NESS040C5, NESS070C5"			28/06/2013	"Eye Disorders, Musculoskeletal Disorders, Obesity, Pain"				no		no							https://adis.springer.com/drugs/800026404?userId=52029392&bpIds=3004037004&checksum=dd91fb580a3fbe52239f4cfc684fee2760dd0ce7-1617045530085-6beab2c4d86c3613709ce8fffcc374f8badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800015061	GW 406381	221148-46-5	"2-(4-Ethoxyphenyl)-3-[4-(methysulfonyl)phenyl]-pyrazolo[1,5-b]pyridazine"				Discontinued (III)	"Rheumatoid arthritis, Dental pain, Osteoarthritis, Pain"	C21 H19 N3 O3 S	Cyclo-oxygenase 2 inhibitors	"GlaxoSmithKline (Originator), GlaxoSmithKline (Owner)"		PO				"M1A3 (Coxibs, plain), N2B (Non-Narcotics and Anti-Pyretics)"	"M01A-H (Coxibs), N02B (Other Analgesics and Antipyretics)"	"'381, 406381, GW 406381X"			04/04/2013	"Pain, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800015061?userId=52029392&bpIds=3004037004&checksum=facf22d70f0e818695ea9c4a4000d5cdbe2c6cce-1617045530088-b45e71a47c0f1d349d34a4d23c8697bebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800027904	Opioid analgesic controlled-release - Akela Pharma						Discontinued (I)	Pain		Opioid receptor agonists	"Akela Pharma (Originator), Akela Pharma (Owner)"		PO				N2 (Analgesics)	N02A (Opioids)	EDACSbased opioid analgesic			18/03/2013	Pain				no		no							https://adis.springer.com/drugs/800027904?userId=52029392&bpIds=3004037004&checksum=cbf58672a440345f90441968d9bc7fa8023bd4c9-1617045530089-83c93c45de68319d7683798f97186faabadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800011002	Research programme: ion channel modulators - Merck		"5-(4-Chlorophenyl)-<EM>N</EM>-(3,5-dimethoxyphenyl)furan-2-carboxamide"				No development reported (Preclinical)	"Inflammation, Pain, Neuropathic pain, Neurogenic bladder, Genitourinary disorders"	C19 H16 Cl N O4	"Ion channel modulators, Sodium channel antagonists"	"Abbott Laboratories (Originator), Icagen (Originator), Abbott Laboratories (Owner), Icagen (Owner), Merck & Co (Licensee)"		PO				"G4X (All Other Urological Products), N2 (Analgesics)"	"G04B-X (Other urologicals), N02 (Analgesics)"	"A 317567 analogues Merck, A1048400, A317567, A803467, Ion channel modulators Abbott/Icagen"			13/02/2013	"Genitourinary Disorders, Inflammation, Pain"				no		no							https://adis.springer.com/drugs/800011002?userId=52029392&bpIds=3004037004&checksum=6a6951ba2b4b82d5f6654a04480226aafb94a9f0-1617045530091-3c6f37c35a2e6e8c4eb2805ce9dec249badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800017973	Fentanyl inhalation - YM BioSciences	437-38-7	<EM>N</EM>-Phenyl-<EM>N</EM>-[1-(2-phenylethyl)-4-piperidinyl]propanamide				Discontinued (II)	"Postoperative pain, Cancer pain"	C22 H28 N2 O	Opioid mu receptor agonists	"YM BioSciences (Originator), Gilead Sciences (Owner)"		Inhalation				N2A (Narcotics)	N02A-B03 (Fentanyl)	AeroLEF			12/02/2013	"Drug Delivery Systems, Pain"			AeroLEF	no		no		"A1AT, acireductone dioxygenase 1, ephrin A5, Norepinephrine"	small proline rich protein 2A	"A1AT, absent in melanoma 2, acireductone dioxygenase 1, ACTH, Adiponectin, ASPA, ATP binding cassette subfamily C member 3, CD3d, CD3e, CD3g, CD4, CD8a, COMT, CRP, CXCL10, ephrin A5, GTP cyclohydrolase 1, HIF, Hydrocortisone, IFN-gamma, IL1 beta, IL10, IL13, IL17, IL4, IL5, IL6, IL8, integrin, alpha M (complement component 3 receptor 3 subunit), MCP1, melanocortin 1 receptor (alpha melanocyte stimulating hormone receptor), MIP-1 alpha, MMP-2, Norepinephrine, OPRM1, Prader Willi/Angelman region RNA 5, Procalcitonin, proteasome 26S subunit, non-ATPase 1, small proline rich protein 2A, TGF-beta, TNF-alpha, VEGF-A, VEGF-C, WDFY family member 4, Xanthine oxidase"	VEGF-A	"BNP, CD27 molecule, CD28 molecule, CD45, CXCL12, HLA-DR, HMGB1, IL12A, IL12B, Insulin, interleukin 33, myelin basic protein, PSA, troponin I, cardiac, vasodilator-stimulated phosphoprotein"	https://adis.springer.com/drugs/800017973?userId=52029392&bpIds=3004037004&checksum=f23abea5c642e59145e686e0d11c9453f88be71e-1617045530093-8533bf3c81c3a90cb919db6a73a1b981badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800010491	A 183827		1-(4-Chlorobenzoyl)-3-[4-(4-fluorophenyl)thiazol-2-ylmethyl]-5- methoxy-2-methylindole				Discontinued (Preclinical)	"Pain, Inflammation"	C27 H20 N2 Cl F O2 S	Cyclo-oxygenase 2 inhibitors	"Abbott Laboratories (Originator), Abbott Laboratories (Owner)"		unspecified				"M1A3 (Coxibs, plain), N2B (Non-Narcotics and Anti-Pyretics)"	"M01A-H (Coxibs), N02 (Analgesics)"				12/02/2013	"Inflammation, Pain"				no		no							https://adis.springer.com/drugs/800010491?userId=52029392&bpIds=3004037004&checksum=c3cdca374e519a9704db74e82d86f5e3298dbe40-1617045530094-e385b70ebcf5b1a47bfe57a589de6131badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800021385	ABT 110			Yes			Discontinued (II)	"Back pain, Pain"		Nerve growth factor inhibitors	"Lay Line Genomics (Originator), Lay Line Genomics (Owner), PanGenetics BV (Licensee), AbbVie (Sub-licensee)"		IV				N2 (Analgesics)	N02 (Analgesics)	"ABT110, HU aD11, HU alfaD11, HU alphaD11, HU D11, HualphaD11, HuAlphaD11, PG110"			05/02/2013	Pain				no		no							https://adis.springer.com/drugs/800021385?userId=52029392&bpIds=3004037004&checksum=754ca6c831e49624b610871133763c4d62370333-1617045530097-41addc77bae09a948b51b2ad8dcad58ebadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800009632	Tebanicline	198283-73-7	(<EM>R</EM>)-5-(2-Azetidinylmethoxy)-2-chloropyridine				Discontinued (II)	"Neuropathic pain, Pain"	C9 H11 Cl N2 O	Cholinergic receptor agonists	"Abbott Laboratories (Originator), AbbVie (Owner), Merck & Co (Market Licensee), Novartis (Market Licensee)"		unspecified				N2 (Analgesics)	N02B (Other Analgesics and Antipyretics)	"ABT 594, ABT165594, ABT166594.47"			04/02/2013	Pain				no		no							https://adis.springer.com/drugs/800009632?userId=52029392&bpIds=3004037004&checksum=d330855518cd88b333dc17bd9c224a3d1e80bbd3-1617045530099-936171a4bcf19b05b378b096f34e1b56badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800023956	Research programme: prostaglandin E2 antagonists - deCODE genetics						No development reported (Preclinical)	Pain		Dinoprostone receptor antagonists	"deCODE genetics (Originator), Amgen (Owner)"		PO				N2 (Analgesics)	N02 (Analgesics)	DG 061			31/01/2013	Pain				no		no							https://adis.springer.com/drugs/800023956?userId=52029392&bpIds=3004037004&checksum=582a4a8117ddb6dcdf79b2e152c114c2add1af26-1617045530100-0de61b763e39ffaec90ab21f220c8c03badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800016243	Research programme: histamine H3 receptor antagonists - Abbvie						No development reported (Preclinical)	"Cognition disorders, Pain, Attention-deficit hyperactivity disorder"		Histamine H3 receptor antagonists	"Abbott Laboratories (Originator), AbbVie (Owner)"		unspecified				"N2 (Analgesics), N6D (Nootropics), N7X (All other CNS drugs)"	"N02 (Analgesics), N06B (Psychostimulants, agents used for ADHD and nootropics), N07X (Other Nervous System Drugs)"	"A 320436, A 349821, A 431404"			30/01/2013	"Affective Disorders, Alzheimer's Disease and Cognition Disorders, Pain"				no		no							https://adis.springer.com/drugs/800016243?userId=52029392&bpIds=3004037004&checksum=a1c22ad38db8535dae7fe3125afab7074b0261c1-1617045530101-a10307210003835d509a9569c5cbd439badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800006253	Esflurbiprofen	51543-39-6	"[1,1'-Biphenyl]-4-acetic acid, 2-fluoro-alpha-methyl-, (S)-"				Discontinued (II)	Pain		"Cyclooxygenase inhibitors, Platelet aggregation inhibitors, Prostaglandin synthase inhibitors"	"Abbott GmbH & Co. KG (Originator), AbbVie (Owner)"		unspecified				N2B (Non-Narcotics and Anti-Pyretics)	N02B (Other Analgesics and Antipyretics)	"BTS 24332, NI 505"			29/01/2013	Pain				no		no							https://adis.springer.com/drugs/800006253?userId=52029392&bpIds=3004037004&checksum=014740b19e5cc12307428c425bf6c1ee4e885ab7-1617045530103-fcd072beb7c19323f0feecc3be33809dbadf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
800014976	ABT 702		"4-Amino-5-(3-bromophenyl)-7-(6-morpholino-pyridin-3-yl)pyrido[2,3-<EM>d</EM>]pyrimidine"				Discontinued (Preclinical)	"Rheumatoid arthritis, Pain"	C22 H19 Br N6 O	Adenosine kinase inhibitors	"Abbott Laboratories (Originator), AbbVie (Owner)"		PO				"M1 (Anti-Inflammatory and Anti-Rheumatic Products), N2B (Non-Narcotics and Anti-Pyretics)"	"M01 (Antiinflammatory and Antirheumatic Products), N02B (Other Analgesics and Antipyretics)"				24/01/2013	"Pain, Rheumatic Disease"				no		no							https://adis.springer.com/drugs/800014976?userId=52029392&bpIds=3004037004&checksum=1d1870b77a4529f2481036770537665548ab5a29-1617045530104-cb0bb9c54616c6e32cbb1330aaa64885badf3d92bc2778055d3caa554576af18894e69995d1562cf49561bdb11a7312fb28447bacaa6580f4c419dc370db77e4
